LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,357.647,68.216,58.93,64.381,64.076,59.227,54.534,52.44,52.268,52.579,0.059,0.397,-0.121,1.707,299.372,3.902
1.0,1.0,357.808,68.279,58.951,64.402,64.076,59.248,54.534,52.44,52.31,52.537,0.061,0.39,-0.183,1.733,299.659,3.643
1.0,1.0,357.808,68.237,58.951,64.381,64.033,59.227,54.492,52.44,52.31,52.558,0.064,0.385,-0.217,1.75,299.668,3.902
1.0,1.0,357.808,68.237,58.951,64.381,64.055,59.248,54.492,52.461,52.289,52.537,0.004,0.38,-0.231,1.629,299.776,3.556
1.0,1.0,357.877,68.216,58.93,64.338,64.055,59.248,54.492,52.44,52.31,52.537,0.004,0.376,-0.223,1.631,299.785,3.556
1.0,1.0,357.877,68.258,58.951,64.381,64.076,59.248,54.449,52.461,52.289,52.537,0.004,0.371,-0.277,1.721,299.659,3.646
1.0,1.0,357.946,68.258,58.951,64.381,64.055,59.205,54.449,52.44,52.31,52.558,0.028,0.366,-0.261,1.632,299.812,3.902
1.0,1.0,358.061,68.258,58.951,64.338,64.055,59.227,54.428,52.461,52.289,52.558,0.126,0.362,-0.142,1.599,300.09,3.643
1.0,1.0,357.992,68.258,58.951,64.402,64.097,59.248,54.428,52.461,52.31,52.515,0.147,0.361,-0.138,1.647,299.929,2.927
1.0,1.0,358.107,68.258,58.951,64.402,64.097,59.227,54.428,52.461,52.31,52.515,0.157,0.356,-0.167,1.743,299.363,4.554
1.0,1.0,358.154,68.301,58.93,64.402,64.097,59.227,54.407,52.419,52.31,52.537,0.179,0.353,-0.113,1.731,299.318,2.924
1.0,1.0,358.246,68.301,58.994,64.402,64.076,59.248,54.386,52.44,52.331,52.537,0.184,0.35,-0.146,1.776,299.489,3.643
1.0,1.0,358.223,68.258,58.951,64.381,64.076,59.248,54.386,52.44,52.331,52.558,0.184,0.35,-0.164,1.773,299.623,3.643
1.0,1.0,358.246,68.216,58.951,64.338,64.055,59.248,54.407,52.461,52.31,52.515,0.181,0.349,-0.193,1.856,299.722,3.643
1.0,1.0,358.315,68.258,58.972,64.423,64.097,59.248,54.386,52.461,52.31,52.558,0.155,0.349,-0.128,1.781,299.803,3.906
1.0,1.0,358.43,68.301,58.972,64.36,64.076,59.205,54.386,52.44,52.289,52.558,0.148,0.348,-0.128,1.781,299.803,3.906
1.0,1.0,358.43,68.237,58.951,64.338,64.076,59.184,54.365,52.44,52.31,52.537,0.143,0.348,-0.068,1.774,300.045,3.64
1.0,1.0,358.384,68.194,58.951,64.36,64.097,59.248,54.365,52.461,52.31,52.579,0.114,0.348,-0.063,1.831,299.947,3.899
1.0,1.0,358.499,68.258,58.972,64.402,64.097,59.248,54.365,52.461,52.31,52.515,0.118,0.348,-0.04,1.821,299.399,3.646
1.0,1.0,358.591,68.301,58.972,64.402,64.118,59.227,54.344,52.482,52.331,52.558,0.114,0.347,-0.039,1.927,298.95,3.902
1.0,1.0,358.591,68.279,58.972,64.338,64.076,59.227,54.344,52.461,52.289,52.579,0.107,0.346,-0.069,1.88,298.897,3.556
1.0,1.0,358.66,68.258,58.972,64.381,64.055,59.227,54.344,52.44,52.331,52.537,0.096,0.345,-0.042,1.9,299.013,3.646
1.0,1.0,358.706,68.279,58.994,64.36,64.097,59.248,54.344,52.461,52.31,52.558,0.08,0.346,-0.165,1.956,299.085,2.927
1.0,1.0,358.706,68.216,58.951,64.402,64.118,59.248,54.323,52.44,52.31,52.537,0.073,0.347,-0.148,2.034,299.202,3.643
1.0,1.0,358.729,68.279,58.994,64.402,64.118,59.248,54.323,52.44,52.331,52.537,0.076,0.347,-0.069,1.974,299.256,3.784
1.0,1.0,358.821,68.216,58.972,64.36,64.097,59.248,54.323,52.44,52.31,52.537,0.075,0.348,-0.042,2.055,299.3,3.643
1.0,1.0,358.844,68.279,58.972,64.36,64.097,59.205,54.323,52.44,52.31,52.537,0.074,0.35,-0.13,2.008,299.399,3.899
1.0,1.0,358.913,68.237,58.972,64.36,64.076,59.248,54.323,52.44,52.289,52.6,0.071,0.351,-0.186,2.045,299.543,3.64
1.0,1.0,358.913,68.258,58.951,64.402,64.118,59.269,54.302,52.44,52.31,52.515,0.07,0.352,-0.209,2.0,299.65,3.902
1.0,1.0,358.982,68.237,58.951,64.36,64.097,59.248,54.344,52.44,52.31,52.558,0.069,0.354,-0.216,2.07,299.552,3.902
1.0,1.0,359.028,68.301,58.994,64.423,64.118,59.248,54.302,52.44,52.289,52.537,0.067,0.355,-0.239,2.084,299.839,3.643
1.0,1.0,359.097,68.301,58.994,64.381,64.118,59.205,54.323,52.44,52.31,52.579,0.078,0.357,-0.242,2.087,299.848,3.902
1.0,1.0,359.097,68.279,58.972,64.36,64.097,59.248,54.323,52.44,52.31,52.558,0.079,0.358,-0.23,2.126,299.866,3.643
1.0,1.0,359.12,68.237,58.951,64.381,64.118,59.248,54.344,52.44,52.331,52.558,0.076,0.359,-0.146,2.114,300.153,3.902
1.0,1.0,359.259,68.301,58.972,64.423,64.139,59.269,54.323,52.44,52.289,52.6,0.073,0.361,-0.215,2.103,300.252,3.643
1.0,1.0,359.282,68.258,58.994,64.381,64.097,59.227,54.323,52.44,52.31,52.537,0.071,0.364,-0.222,2.091,300.09,2.927
1.0,1.0,359.213,68.237,58.972,64.36,64.118,59.248,54.323,52.44,52.31,52.579,0.075,0.367,-0.199,2.062,299.507,4.444
1.0,1.0,359.305,68.279,58.994,64.423,64.139,59.248,54.302,52.44,52.31,52.558,0.066,0.544,-0.089,2.062,299.318,3.646
1.0,1.0,359.397,68.301,58.994,64.381,64.118,59.205,54.344,52.44,52.331,52.558,0.064,0.647,-0.043,2.137,299.193,3.902
1.0,1.0,359.397,68.301,59.015,64.402,64.161,59.248,54.323,52.44,52.289,52.579,0.074,0.672,-0.025,2.178,299.193,3.643
1.0,1.0,359.489,68.279,58.994,64.36,64.097,59.227,54.323,52.419,52.31,52.579,0.07,0.684,-0.02,2.141,299.283,3.902
1.0,1.0,359.512,68.258,58.994,64.381,64.118,59.248,54.344,52.44,52.31,52.579,0.061,0.691,-0.03,2.01,299.175,3.643
1.0,1.0,359.535,68.279,58.994,64.402,64.182,59.269,54.365,52.44,52.31,52.537,0.06,0.698,-0.102,1.993,299.175,3.895
1.0,1.0,359.558,68.279,59.015,64.423,64.161,59.248,54.344,52.461,52.31,52.6,0.059,0.704,-0.092,2.015,299.265,3.653
1.0,1.0,359.673,68.322,59.015,64.381,64.161,59.227,54.323,52.461,52.289,52.558,0.053,0.708,-0.133,1.978,299.22,2.924
1.0,1.0,359.65,68.237,58.994,64.381,64.139,59.248,54.344,52.419,52.31,52.558,0.042,0.711,-0.097,1.962,299.327,3.64
1.0,1.0,359.696,68.279,59.015,64.402,64.161,59.269,54.344,52.44,52.31,52.579,0.044,0.714,-0.16,1.899,299.507,3.906
1.0,1.0,359.765,68.301,59.015,64.402,64.139,59.248,54.323,52.419,52.31,52.558,0.043,0.716,-0.227,1.854,299.606,4.554
1.0,1.0,359.788,68.258,58.994,64.36,64.139,59.227,54.344,52.44,52.331,52.579,0.041,0.718,-0.245,1.767,299.704,2.927
1.0,1.0,359.811,68.258,59.015,64.381,64.161,59.248,54.344,52.419,52.31,52.579,0.035,0.72,-0.208,1.697,299.623,3.64
1.0,1.0,359.857,68.279,59.015,64.444,64.182,59.248,54.344,52.44,52.331,52.558,0.031,0.72,-0.278,1.68,299.525,3.899
1.0,1.0,359.927,68.322,59.036,64.402,64.182,59.269,54.344,52.44,52.31,52.558,0.034,0.717,-0.296,1.645,299.543,3.899
1.0,1.0,359.926,68.258,58.994,64.381,64.161,59.205,54.302,52.419,52.31,52.558,0.027,0.712,-0.299,1.598,299.704,4.448
1.0,1.0,360.019,68.301,59.015,64.402,64.161,59.205,54.323,52.419,52.31,52.579,0.032,0.483,-0.16,1.571,300.099,3.646
1.0,1.0,360.065,68.322,59.015,64.381,64.161,59.227,54.344,52.44,52.31,52.579,0.044,0.415,-0.167,1.629,300.18,3.653
1.0,1.0,360.065,68.237,58.994,64.381,64.182,59.248,54.344,52.44,52.331,52.558,0.05,0.398,-0.181,1.643,300.171,3.65
1.0,1.0,360.111,68.301,59.036,64.423,64.203,59.248,54.323,52.44,52.31,52.579,0.056,0.387,-0.142,1.65,299.336,3.906
1.0,1.0,360.157,68.301,59.015,64.423,64.182,59.248,54.302,52.419,52.31,52.579,0.061,0.379,-0.131,1.665,298.789,3.643
1.0,1.0,360.203,68.322,59.015,64.381,64.182,59.205,54.323,52.44,52.31,52.6,0.072,0.37,-0.08,1.644,298.672,2.93
1.0,1.0,360.203,68.279,59.015,64.381,64.182,59.269,54.323,52.44,52.31,52.558,0.079,0.365,-0.055,1.682,298.502,3.64
1.0,1.0,360.226,68.301,58.994,64.423,64.203,59.269,54.302,52.44,52.331,52.537,0.084,0.359,-0.078,1.742,298.52,3.902
1.0,1.0,360.341,68.322,59.015,64.402,64.182,59.227,54.302,52.461,52.31,52.558,0.086,0.354,-0.078,1.784,298.681,3.643
1.0,1.0,360.318,68.279,58.994,64.402,64.203,59.248,54.281,52.419,52.289,52.558,0.085,0.35,-0.132,1.767,298.708,3.902
1.0,1.0,360.387,68.343,58.994,64.423,64.203,59.227,54.302,52.44,52.289,52.558,0.075,0.376,-0.154,1.83,298.457,3.643
1.0,1.0,360.41,68.322,59.015,64.423,64.203,59.248,54.302,52.419,52.31,52.558,0.061,0.531,-0.217,1.843,298.511,3.902
1.0,1.0,360.479,68.279,58.994,64.36,64.161,59.227,54.323,52.44,52.289,52.537,0.058,0.453,-0.148,1.857,298.493,3.643
1.0,1.0,360.525,68.279,59.015,64.402,64.182,59.248,54.281,52.419,52.289,52.579,0.056,0.424,-0.123,1.838,298.663,3.902
1.0,1.0,360.502,68.279,58.994,64.444,64.203,59.248,54.281,52.419,52.268,52.537,0.054,0.446,-0.167,1.823,298.771,3.556
1.0,1.0,360.618,68.343,58.994,64.423,64.203,59.248,54.281,52.419,52.31,52.537,0.045,0.555,-0.142,1.857,299.094,3.646
1.0,1.0,360.595,68.279,58.972,64.381,64.182,59.227,54.281,52.398,52.289,52.558,0.042,0.47,-0.108,1.956,299.247,3.902
1.0,1.0,360.595,68.237,58.972,64.381,64.182,59.269,54.302,52.398,52.268,52.537,0.039,0.434,-0.064,1.935,299.291,3.643
1.0,1.0,360.71,68.343,58.994,64.423,64.245,59.248,54.281,52.419,52.31,52.558,0.036,0.42,-0.072,1.901,299.265,3.899
1.0,1.0,360.756,68.343,59.015,64.444,64.203,59.205,54.281,52.419,52.289,52.515,0.036,0.411,-0.132,1.928,299.399,3.899
1.0,1.0,360.756,68.301,58.972,64.381,64.161,59.205,54.281,52.419,52.31,52.537,0.036,0.403,-0.216,1.969,299.516,3.64
