LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,379.591,75.858,65.33,71.4,71.339,66.189,60.808,58.573,58.343,58.522,0.029,0.488,0.163,1.679,398.466,3.646
1.0,1.0,379.521,75.837,65.309,71.336,71.339,66.189,60.787,58.552,58.364,58.522,0.136,0.486,0.133,1.692,398.574,2.933
1.0,1.0,379.521,75.794,65.287,71.357,71.339,66.21,60.766,58.552,58.322,58.543,0.158,0.484,0.123,1.687,398.78,3.643
1.0,1.0,379.521,75.858,65.33,71.421,71.381,66.189,60.787,58.552,58.343,58.48,0.159,0.481,0.159,1.627,398.798,3.902
1.0,1.0,379.614,75.837,65.309,71.379,71.318,66.146,60.766,58.531,58.343,58.522,0.131,0.478,0.246,1.673,399.148,3.643
1.0,1.0,379.521,75.794,65.309,71.4,71.339,66.167,60.745,58.552,58.322,58.501,0.119,0.476,0.221,1.73,399.157,2.927
1.0,1.0,379.498,75.816,65.287,71.379,71.381,66.21,60.745,58.531,58.343,58.522,0.116,0.474,0.244,1.636,399.444,3.643
1.0,1.0,379.568,75.88,65.33,71.379,71.339,66.189,60.745,58.573,58.343,58.501,0.109,0.472,0.211,1.741,399.812,3.902
1.0,1.0,379.637,75.858,65.33,71.357,71.318,66.146,60.745,58.552,58.343,58.522,0.1,0.471,0.188,1.772,399.839,3.643
1.0,1.0,379.614,75.837,65.309,71.336,71.339,66.189,60.723,58.552,58.322,58.543,0.1,0.469,0.146,1.784,399.695,3.902
1.0,1.0,379.591,75.837,65.309,71.357,71.318,66.167,60.702,58.552,58.364,58.522,0.099,0.468,0.127,1.773,399.74,3.902
1.0,1.0,379.591,75.837,65.287,71.357,71.36,66.189,60.681,58.552,58.322,58.522,0.093,0.467,0.13,1.855,399.884,3.643
1.0,1.0,379.568,75.88,65.33,71.379,71.36,66.21,60.681,58.573,58.343,58.501,0.091,0.467,0.199,1.927,400.27,2.927
1.0,1.0,379.568,75.837,65.287,71.4,71.36,66.21,60.639,58.552,58.364,58.522,0.087,0.467,0.238,2.029,400.377,3.556
1.0,1.0,379.568,75.816,65.309,71.379,71.318,66.167,60.66,58.552,58.343,58.543,0.089,0.468,0.15,2.034,400.234,3.646
1.0,1.0,379.614,75.858,65.309,71.379,71.36,66.21,60.66,58.552,58.343,58.543,0.089,0.468,0.154,1.849,399.525,3.902
1.0,1.0,379.66,75.901,65.33,71.4,71.339,66.189,60.66,58.573,58.343,58.522,0.088,0.472,0.159,1.73,398.852,3.64
1.0,1.0,379.614,75.837,65.309,71.336,71.339,66.189,60.639,58.573,58.364,58.522,0.092,0.473,0.178,1.683,398.628,2.927
1.0,1.0,379.591,75.837,65.309,71.336,71.339,66.189,60.618,58.531,58.322,58.543,0.092,0.472,0.26,1.701,398.825,3.643
1.0,1.0,379.66,75.88,65.33,71.4,71.36,66.167,60.618,58.552,58.343,58.543,0.086,0.47,0.177,1.655,398.861,3.902
1.0,1.0,379.684,75.922,65.33,71.4,71.36,66.146,60.618,58.531,58.343,58.522,0.085,0.468,0.189,1.659,398.816,3.643
1.0,1.0,379.66,75.88,65.309,71.336,71.318,66.167,60.618,58.552,58.343,58.48,0.083,0.467,0.154,1.626,398.834,2.927
1.0,1.0,379.637,75.858,65.309,71.4,71.381,66.21,60.597,58.552,58.343,58.543,0.084,0.465,0.16,1.588,398.825,3.643
1.0,1.0,379.73,75.922,65.33,71.357,71.339,66.146,60.618,58.552,58.343,58.501,0.083,0.463,0.136,1.607,398.977,3.902
1.0,1.0,379.707,75.858,65.309,71.357,71.318,66.146,60.575,58.552,58.343,58.522,0.079,0.461,0.198,1.577,399.184,3.643
