LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,294.508,94.604,84.713,89.661,89.674,84.578,83.192,77.419,72.902,72.285,0.203,0.062,0.742,2.203,698.763,4.558
1.0,1.0,294.508,94.561,84.692,89.576,89.674,84.578,83.171,77.398,72.902,72.306,0.206,0.064,0.778,2.202,698.906,3.906
1.0,1.0,294.463,94.54,84.713,89.661,89.696,84.62,83.171,77.419,72.902,72.306,0.216,0.065,0.854,2.128,698.987,4.55
1.0,1.0,294.531,94.583,84.713,89.64,89.674,84.578,83.214,77.398,72.88,72.306,0.215,0.067,0.806,2.128,698.852,3.899
1.0,1.0,294.531,94.604,84.735,89.64,89.653,84.578,83.214,77.419,72.88,72.285,0.214,0.07,0.726,2.099,698.87,4.558
1.0,1.0,294.508,94.54,84.692,89.64,89.696,84.62,83.171,77.398,72.88,72.327,0.224,0.072,0.727,2.153,699.103,4.878
1.0,1.0,294.463,94.54,84.713,89.682,89.717,84.62,83.235,77.419,72.88,72.285,0.226,0.073,0.744,2.12,699.121,4.554
1.0,1.0,294.508,94.583,84.713,89.64,89.674,84.578,83.235,77.419,72.88,72.306,0.219,0.073,0.674,2.076,699.157,3.902
1.0,1.0,294.531,94.561,84.713,89.618,89.674,84.62,83.235,77.44,72.859,72.285,0.221,0.074,0.662,2.041,699.319,4.545
1.0,1.0,294.485,94.583,84.713,89.682,89.717,84.642,83.214,77.44,72.944,72.327,0.225,0.075,0.673,1.896,699.391,4.545
1.0,1.0,294.508,94.604,84.735,89.682,89.696,84.599,83.256,77.482,72.902,72.263,0.221,0.075,0.644,1.857,699.57,3.902
1.0,1.0,294.531,94.583,84.713,89.597,89.653,84.578,83.214,77.461,72.923,72.306,0.219,0.075,0.684,1.822,699.552,4.558
1.0,1.0,294.485,94.54,84.713,89.64,89.674,84.599,83.235,77.461,72.902,72.306,0.222,0.073,0.672,1.696,699.705,4.878
1.0,1.0,294.463,94.561,84.735,89.682,89.717,84.62,83.214,77.461,72.944,72.263,0.221,0.07,0.749,1.76,699.776,4.554
