LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,294.08,91.733,81.3,86.946,87.024,81.716,79.213,70.893,70.697,70.908,0.157,0.176,0.669,1.853,700.234,3.906
1.0,1.0,294.035,91.647,81.3,86.925,87.024,81.737,79.192,70.872,70.697,70.95,0.153,0.176,0.731,1.847,700.18,4.545
1.0,1.0,294.057,91.669,81.3,86.946,87.046,81.716,79.192,70.872,70.718,70.908,0.157,0.177,0.686,1.904,699.077,4.888
1.0,1.0,294.012,91.711,81.321,86.925,87.046,81.737,79.213,70.893,70.718,70.929,0.152,0.176,0.73,1.77,698.152,4.554
1.0,1.0,294.057,91.733,81.3,87.009,87.067,81.737,79.213,70.851,70.697,70.95,0.153,0.176,0.772,1.668,697.407,3.902
1.0,1.0,294.125,91.733,81.3,86.925,87.024,81.694,79.192,70.872,70.718,70.929,0.15,0.175,0.761,1.515,697.183,4.554
1.0,1.0,294.125,91.711,81.3,86.946,87.003,81.694,79.213,70.872,70.697,70.95,0.149,0.173,0.77,1.584,697.147,4.878
1.0,1.0,294.012,91.647,81.321,86.967,87.067,81.737,79.213,70.872,70.676,70.908,0.148,0.172,0.764,1.509,697.282,4.444
1.0,1.0,294.057,91.754,81.3,86.967,87.067,81.716,79.213,70.851,70.718,70.887,0.141,0.167,0.701,1.475,697.3,4.554
1.0,1.0,294.08,91.754,81.321,86.967,87.024,81.694,79.235,70.872,70.697,70.929,0.142,0.163,0.71,1.487,697.47,4.878
1.0,1.0,294.08,91.669,81.3,86.925,87.024,81.716,79.213,70.851,70.633,70.908,0.136,0.159,0.684,1.511,697.641,3.646
1.0,1.0,294.035,91.711,81.321,86.967,87.046,81.716,79.192,70.851,70.676,70.887,0.138,0.155,0.655,1.468,697.686,4.873
1.0,1.0,294.035,91.733,81.3,87.009,87.067,81.737,79.235,70.872,70.676,70.908,0.134,0.152,0.651,1.414,697.838,4.554
1.0,1.0,294.057,91.733,81.3,86.925,87.003,81.694,79.235,70.872,70.654,70.908,0.134,0.148,0.687,1.404,697.695,4.878
1.0,1.0,294.035,91.69,81.3,86.925,87.003,81.694,79.256,70.872,70.676,70.908,0.131,0.144,0.729,1.423,697.713,4.554
1.0,1.0,294.057,91.69,81.3,86.946,87.067,81.758,79.235,70.851,70.654,70.887,0.125,0.139,0.706,1.494,697.946,3.902
1.0,1.0,294.057,91.69,81.3,86.925,87.024,81.716,79.235,70.872,70.676,70.887,0.125,0.135,0.731,1.487,697.82,4.554
1.0,1.0,294.057,91.711,81.3,86.903,87.003,81.694,79.277,70.872,70.697,70.887,0.116,0.132,0.699,1.552,698.036,4.878
1.0,1.0,294.057,91.733,81.3,86.988,87.046,81.716,79.256,70.851,70.633,70.887,0.12,0.13,0.731,1.634,698.251,4.878
1.0,1.0,294.057,91.69,81.3,86.946,87.046,81.737,79.277,70.851,70.654,70.887,0.113,0.128,0.641,1.597,698.422,4.554
1.0,1.0,294.057,91.69,81.278,86.903,87.024,81.737,79.235,70.851,70.718,70.887,0.12,0.128,0.636,1.604,698.583,3.902
1.0,1.0,294.012,91.733,81.3,86.967,87.046,81.716,79.235,70.872,70.676,70.887,0.117,0.127,0.77,1.639,698.691,4.554
1.0,1.0,294.08,91.733,81.321,86.988,87.024,81.716,79.213,70.851,70.676,70.908,0.121,0.127,0.816,1.664,698.745,4.878
1.0,1.0,294.08,91.733,81.3,86.903,86.982,81.694,79.192,70.851,70.718,70.908,0.119,0.127,0.74,1.669,698.763,4.444
1.0,1.0,294.08,91.711,81.3,86.925,86.982,81.673,79.235,70.872,70.718,70.865,0.122,0.127,0.751,1.623,698.852,4.558
1.0,1.0,294.035,91.69,81.3,86.925,87.024,81.737,79.213,70.872,70.676,70.908,0.122,0.126,0.712,1.644,698.942,4.878
1.0,1.0,294.08,91.754,81.321,86.946,87.024,81.737,79.213,70.872,70.676,70.887,0.122,0.127,0.735,1.746,699.175,4.554
1.0,1.0,294.057,91.711,81.3,86.903,87.003,81.651,79.213,70.872,70.697,70.908,0.126,0.127,0.719,1.901,699.373,3.902
1.0,1.0,294.057,91.69,81.321,86.903,87.003,81.694,79.213,70.851,70.697,70.95,0.123,0.127,0.713,1.974,699.525,4.554
1.0,1.0,294.012,91.69,81.321,86.925,87.046,81.737,79.192,70.872,70.697,70.887,0.127,0.127,0.634,1.966,699.642,4.869
1.0,1.0,294.035,91.733,81.3,86.946,87.046,81.694,79.171,70.872,70.718,70.908,0.123,0.128,0.632,2.043,699.75,4.558
1.0,1.0,294.102,91.733,81.321,86.903,86.982,81.651,79.192,70.872,70.697,70.95,0.128,0.13,0.644,2.007,699.857,4.878
1.0,1.0,294.012,91.711,81.3,86.903,87.003,81.673,79.171,70.872,70.697,70.929,0.128,0.134,0.56,2.016,699.938,4.554
1.0,1.0,294.035,91.733,81.3,86.946,87.003,81.737,79.171,70.872,70.697,70.95,0.133,0.137,0.578,1.994,700.135,3.902
1.0,1.0,294.057,91.733,81.343,86.925,87.024,81.694,79.128,70.872,70.697,70.908,0.136,0.14,0.654,1.96,700.342,4.558
