LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,415.9,73.2,69.7,81.4,83.2,77.0,68.6,66.5,65.8,65.0,0.1,0.8,0.6,3.1,500.0,0.0
1.0,1.0,416.1,73.2,69.7,81.4,83.2,77.0,68.6,66.5,65.7,65.0,0.2,2.1,0.6,3.1,500.4,0.0
1.0,1.0,416.1,73.2,69.7,81.4,83.2,77.0,68.6,66.5,65.8,65.1,0.3,0.9,0.7,3.1,500.6,0.0
1.0,1.0,416.2,73.1,69.7,81.5,83.2,77.1,68.6,66.6,65.8,65.0,1.2,0.6,0.7,3.0,500.4,0.0
1.0,1.0,416.3,73.2,69.7,81.6,83.2,77.1,68.6,66.6,65.8,65.1,0.2,0.4,0.7,2.9,500.1,0.0
1.0,1.0,416.4,73.1,69.7,81.6,83.2,77.1,68.6,66.6,65.8,65.1,0.0,0.2,0.6,2.9,500.3,0.0
1.0,1.0,416.4,73.0,69.7,81.6,83.3,77.2,68.6,66.6,65.8,65.1,0.0,0.0,0.6,3.0,499.8,0.0
1.0,1.0,416.4,73.1,69.7,81.7,83.3,77.2,68.6,66.6,65.8,65.1,0.0,0.0,0.7,2.9,499.4,0.0
1.0,1.0,416.6,73.1,69.7,81.7,83.3,77.2,68.6,66.6,65.7,65.1,0.0,0.0,0.7,3.0,499.3,0.0
1.0,1.0,416.7,73.0,69.7,81.7,83.3,77.2,68.6,66.6,65.8,65.1,0.0,0.0,0.7,3.0,499.6,0.0
1.0,1.0,416.7,73.0,69.7,81.8,83.3,77.3,68.6,66.6,65.7,65.1,0.0,0.1,0.6,3.1,500.1,0.0
1.0,1.0,416.7,72.9,69.7,81.8,83.4,77.4,68.6,66.6,65.8,65.1,0.0,0.2,0.6,3.2,500.0,0.0
1.0,1.0,416.8,73.0,69.7,81.9,83.4,77.4,68.6,66.6,65.7,65.1,0.2,0.6,0.6,3.2,499.3,0.0
1.0,1.0,416.9,72.9,69.7,81.9,83.4,77.4,68.6,66.6,65.8,65.1,0.1,1.1,0.7,3.2,499.4,0.0
1.0,1.0,416.9,72.9,69.7,81.9,83.4,77.4,68.6,66.6,65.7,65.1,0.1,1.1,0.7,3.0,499.6,0.0
1.0,1.0,417.0,72.9,69.7,82.0,83.5,77.5,68.6,66.6,65.8,65.1,0.8,0.9,0.6,2.9,499.8,0.0
1.0,1.0,417.1,72.9,69.7,82.0,83.4,77.5,68.6,66.6,65.8,65.1,0.4,0.1,0.6,2.9,499.6,0.0
1.0,1.0,417.1,72.8,69.7,82.0,83.4,77.6,68.6,66.6,65.8,65.1,0.1,0.0,0.5,2.9,499.6,0.0
1.0,1.0,417.1,72.8,69.7,82.1,83.5,77.6,68.6,66.6,65.7,65.1,0.1,0.0,0.6,3.0,499.7,0.0
1.0,1.0,417.3,72.8,69.7,82.1,83.5,77.6,68.6,66.6,65.8,65.1,0.1,0.0,0.6,3.1,499.5,0.0
1.0,1.0,417.3,72.7,69.7,82.1,83.5,77.7,68.6,66.6,65.8,65.1,0.1,0.0,0.5,3.2,500.0,0.0
1.0,1.0,417.4,72.7,69.7,82.2,83.5,77.7,68.6,66.6,65.8,65.1,0.1,0.4,0.6,3.2,500.5,0.0
1.0,1.0,417.5,72.7,69.7,82.2,83.5,77.7,68.6,66.6,65.7,65.1,0.1,0.8,0.6,3.2,500.5,0.0
1.0,1.0,417.5,72.7,69.7,82.2,83.5,77.7,68.6,66.6,65.8,65.1,0.8,0.9,0.6,3.1,500.3,0.0
1.0,1.0,417.6,72.7,69.7,82.3,83.6,77.8,68.6,66.6,65.7,65.1,0.2,0.9,0.6,3.0,500.3,0.0
1.0,1.0,417.7,72.7,69.7,82.3,83.5,77.7,68.6,66.6,65.8,65.1,0.0,0.3,0.6,3.0,500.4,0.0
1.0,1.0,417.7,72.6,69.7,82.3,83.5,77.8,68.6,66.6,65.8,65.1,0.1,0.0,0.6,3.0,500.6,0.0
