LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,411.403,81.746,69.454,77.25,76.509,71.739,67.857,64.528,63.584,63.167,1.515,0.006,0.621,5.75,499.507,4.873
1.0,1.0,411.426,81.789,69.454,77.271,76.467,71.697,67.878,64.57,63.605,63.188,1.517,0.005,0.554,5.687,499.148,3.643
1.0,1.0,411.4145,81.7675,69.4435,77.2395,76.4775,71.697,67.8675,64.5595,63.5945,63.188,0.932,0.005,0.5625,5.671,499.036,3.769
1.0,1.0,411.403,81.746,69.433,77.208,76.488,71.697,67.857,64.549,63.584,63.188,0.347,0.005,0.571,5.655,498.924,3.895
1.0,1.0,411.403,81.725,69.411,77.25,76.467,71.697,67.878,64.591,63.626,63.188,0.923,0.005,0.524,5.603,499.157,3.646
1.0,1.0,411.426,81.789,69.454,77.229,76.509,71.697,67.878,64.57,63.605,63.188,1.279,0.004,0.653,5.529,499.642,3.902
1.0,1.0,411.45,81.789,69.454,77.208,76.467,71.675,67.857,64.57,63.605,63.188,1.342,0.004,0.606,5.421,500.368,4.558
1.0,1.0,411.473,81.789,69.454,77.208,76.467,71.675,67.878,64.549,63.605,63.209,1.382,0.004,0.581,5.462,500.494,3.902
1.0,1.0,411.45,81.725,69.433,77.229,76.488,71.718,67.878,64.57,63.605,63.167,1.413,0.006,0.564,5.396,499.92,3.643
1.0,1.0,411.473,81.725,69.454,77.186,76.467,71.697,67.92,64.57,63.626,63.209,1.433,0.006,0.587,5.223,499.319,3.902
1.0,1.0,411.473,81.789,69.454,77.25,76.531,71.697,67.92,64.549,63.605,63.209,0.127,0.004,0.609,5.124,498.448,4.44
1.0,1.0,411.543,81.81,69.476,77.25,76.467,71.675,67.942,64.57,63.605,63.188,1.236,0.004,0.61,5.02,498.789,3.646
1.0,1.0,411.52,81.768,69.454,77.186,76.446,71.675,67.942,64.57,63.626,63.209,1.316,0.004,0.637,4.922,498.96,3.902
1.0,1.0,411.473,81.704,69.454,77.208,76.467,71.697,67.963,64.57,63.626,63.167,1.325,0.402,0.733,4.815,499.552,4.554
1.0,1.0,411.543,81.789,69.476,77.229,76.488,71.697,67.942,64.57,63.605,63.251,1.349,2.016,0.656,4.582,499.704,3.902
1.0,1.0,411.543,81.789,69.454,77.208,76.488,71.675,67.963,64.57,63.626,63.23,1.38,0.45,0.576,4.314,499.74,3.643
1.0,1.0,411.52,81.704,69.454,77.165,76.488,71.718,67.963,64.591,63.626,63.209,1.39,0.378,0.573,4.212,499.776,3.902
1.0,1.0,411.52,81.725,69.476,77.208,76.509,71.739,67.942,64.591,63.605,63.23,1.409,0.163,0.565,4.053,500.27,4.554
1.0,1.0,411.567,81.768,69.476,77.208,76.488,71.697,67.942,64.591,63.626,63.209,1.435,0.115,0.573,3.908,500.117,3.902
1.0,1.0,411.59,81.746,69.454,77.229,76.467,71.675,67.942,64.591,63.605,63.23,1.442,0.098,0.575,3.79,499.812,3.643
1.0,1.0,411.59,81.725,69.454,77.165,76.488,71.697,67.942,64.612,63.647,63.251,1.435,0.408,0.621,3.651,499.202,3.902
1.0,1.0,411.567,81.725,69.454,77.229,76.509,71.697,67.942,64.591,63.647,63.23,1.435,0.336,0.692,3.608,499.265,3.902
1.0,1.0,411.59,81.789,69.497,77.229,76.509,71.697,67.942,64.591,63.689,63.251,1.457,0.163,0.694,3.436,499.938,4.545
1.0,1.0,411.637,81.725,69.454,77.165,76.488,71.654,67.963,64.591,63.626,63.251,1.464,0.392,0.648,3.246,499.731,3.65
1.0,1.0,411.614,81.682,69.454,77.165,76.488,71.697,67.942,64.633,63.668,63.251,1.449,0.386,0.736,3.11,499.911,3.643
1.0,1.0,411.614,81.725,69.476,77.229,76.509,71.697,67.942,64.633,63.647,63.272,1.452,0.189,0.67,2.997,499.758,4.878
1.0,1.0,411.661,81.768,69.497,77.165,76.488,71.675,67.963,64.633,63.668,63.251,1.463,1.339,0.667,2.835,499.902,3.556
1.0,1.0,411.637,81.704,69.476,77.208,76.531,71.697,67.984,64.633,63.689,63.293,1.462,0.869,0.643,2.668,499.866,3.646
1.0,1.0,411.637,81.682,69.476,77.186,76.531,71.718,67.963,64.654,63.668,63.272,1.46,0.316,0.576,2.501,500.431,3.899
1.0,1.0,411.707,81.768,69.476,77.186,76.509,71.697,67.984,64.654,63.71,63.272,1.459,0.61,0.586,2.279,500.665,4.554
1.0,1.0,411.684,81.725,69.476,77.186,76.488,71.675,68.026,64.654,63.689,63.251,1.458,0.83,0.597,2.055,500.207,3.902
1.0,1.0,411.684,81.746,69.497,77.208,76.488,71.675,68.005,64.633,63.71,63.293,1.46,0.848,0.539,1.833,499.875,3.643
1.0,1.0,411.731,81.704,69.476,77.165,76.488,71.675,68.005,64.654,63.71,63.315,0.924,0.846,0.608,1.623,498.969,4.878
1.0,1.0,411.708,81.682,69.476,77.165,76.509,71.718,68.026,64.654,63.732,63.272,0.198,0.274,0.718,1.478,498.592,3.643
1.0,1.0,411.661,81.725,69.497,77.186,76.531,71.697,68.026,64.654,63.689,63.315,0.081,0.104,0.63,1.583,498.269,3.902
1.0,1.0,411.754,81.768,69.476,77.144,76.488,71.675,68.026,64.633,63.71,63.272,0.078,0.107,0.655,1.689,498.538,3.643
1.0,1.0,411.684,81.704,69.476,77.165,76.531,71.739,68.026,64.654,63.689,63.357,0.083,0.337,0.649,1.643,498.825,4.878
1.0,1.0,411.707,81.704,69.497,77.208,76.531,71.697,68.026,64.633,63.732,63.272,0.088,0.152,0.585,1.664,498.655,3.643
1.0,1.0,411.801,81.746,69.497,77.165,76.488,71.675,68.048,64.675,63.71,63.336,0.129,0.034,0.675,1.75,498.726,3.902
1.0,1.0,411.778,81.725,69.476,77.144,76.488,71.654,68.048,64.633,63.71,63.315,0.14,0.274,0.616,1.803,498.969,3.643
1.0,1.0,411.731,81.682,69.476,77.144,76.531,71.718,68.026,64.654,63.689,63.336,0.137,0.237,0.644,1.921,499.776,4.878
1.0,1.0,411.778,81.661,69.497,77.144,76.509,71.718,68.069,64.654,63.732,63.293,0.166,0.345,0.543,1.874,499.974,3.556
1.0,1.0,411.801,81.682,69.476,77.123,76.488,71.675,68.048,64.654,63.71,63.336,0.225,0.141,0.546,1.938,499.678,3.556
1.0,1.0,411.825,81.746,69.497,77.186,76.509,71.675,68.048,64.633,63.71,63.336,0.243,0.018,0.551,1.973,499.911,4.558
1.0,1.0,411.825,81.682,69.476,77.123,76.488,71.675,68.026,64.675,63.71,63.315,0.248,0.291,0.54,2.009,500.036,3.902
1.0,1.0,411.778,81.682,69.476,77.144,76.509,71.697,68.048,64.654,63.732,63.315,0.245,0.2,0.568,2.047,500.674,3.643
1.0,1.0,411.848,81.704,69.497,77.165,76.531,71.697,68.048,64.675,63.732,63.315,0.245,0.395,0.616,2.056,499.749,3.899
1.0,1.0,411.778,81.725,69.518,77.186,76.552,71.697,68.026,64.654,63.732,63.357,0.245,0.618,0.665,2.062,499.435,4.554
1.0,1.0,411.895,81.725,69.497,77.123,76.488,71.675,68.026,64.675,63.753,63.336,0.246,0.167,0.662,2.156,498.879,3.835
1.0,1.0,411.918,81.725,69.476,77.144,76.509,71.654,68.026,64.633,63.71,63.315,0.265,0.004,0.691,2.213,498.978,3.64
1.0,1.0,411.872,81.661,69.476,77.123,76.509,71.654,68.026,64.654,63.732,63.336,0.311,0.278,0.649,2.275,499.319,3.899
1.0,1.0,411.825,81.682,69.497,77.165,76.509,71.697,68.005,64.654,63.732,63.378,0.364,0.196,0.59,2.229,499.776,4.554
1.0,1.0,411.942,81.725,69.497,77.144,76.509,71.675,68.005,64.654,63.71,63.357,0.402,0.345,0.65,2.23,499.794,3.902
1.0,1.0,411.965,81.704,69.476,77.123,76.488,71.654,67.984,64.633,63.732,63.336,0.435,0.179,0.665,2.264,499.821,3.643
1.0,1.0,411.895,81.661,69.476,77.123,76.509,71.675,68.005,64.675,63.732,63.315,0.459,0.318,0.692,2.314,499.83,3.902
1.0,1.0,411.848,81.682,69.518,77.208,76.531,71.718,67.984,64.696,63.71,63.399,0.471,0.205,0.723,2.355,499.956,3.643
1.0,1.0,412.012,81.746,69.497,77.186,76.509,71.697,67.984,64.654,63.732,63.378,0.459,0.365,0.641,2.434,500.368,3.906
1.0,1.0,411.895,81.704,69.518,77.102,76.488,71.654,68.005,64.675,63.753,63.378,0.449,0.631,0.603,2.399,500.88,4.44
1.0,1.0,411.872,81.639,69.497,77.102,76.531,71.675,68.026,64.675,63.774,63.378,0.45,0.706,0.616,2.34,500.063,3.646
1.0,1.0,411.989,81.746,69.497,77.165,76.531,71.675,68.048,64.696,63.795,63.378,0.477,0.731,0.634,2.309,499.498,3.902
1.0,1.0,412.012,81.746,69.497,77.165,76.509,71.633,68.048,64.675,63.774,63.399,0.518,0.743,0.654,2.329,498.556,3.643
