LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,299.743,96.298,86.002,91.253,91.342,86.138,81.128,78.136,78.123,78.243,0.087,0.283,0.7,0.999,949.929,4.554
1.0,1.0,299.675,96.255,86.002,91.231,91.321,86.138,81.128,78.136,78.102,78.264,0.084,0.283,0.723,0.969,949.974,3.902
1.0,1.0,299.652,96.255,85.981,91.274,91.364,86.159,81.085,78.136,78.059,78.285,0.079,0.279,0.718,0.9,949.956,3.643
1.0,1.0,299.72,96.319,85.981,91.274,91.364,86.159,81.064,78.157,78.059,78.307,0.08,0.268,0.739,0.893,950.019,3.902
1.0,1.0,299.765,96.298,86.002,91.231,91.321,86.095,81.107,78.136,78.08,78.264,0.076,0.261,0.682,0.915,950.225,3.902
1.0,1.0,299.765,96.276,86.024,91.253,91.364,86.116,81.107,78.157,78.102,78.285,0.075,0.259,0.59,0.91,950.423,3.646
1.0,1.0,299.72,96.298,86.002,91.274,91.321,86.138,81.085,78.136,78.08,78.264,0.068,0.255,0.73,0.982,950.315,3.899
1.0,1.0,299.697,96.276,86.002,91.253,91.342,86.116,81.107,78.136,78.08,78.307,0.069,0.252,0.657,0.917,949.795,3.643
1.0,1.0,299.72,96.298,86.002,91.253,91.364,86.138,81.085,78.115,78.059,78.264,0.07,0.249,0.665,0.956,949.534,3.902
1.0,1.0,299.697,96.298,86.024,91.274,91.342,86.138,81.107,78.136,78.102,78.285,0.07,0.245,0.749,0.988,949.194,3.643
1.0,1.0,299.697,96.298,85.981,91.21,91.321,86.116,81.107,78.136,78.102,78.243,0.061,0.243,0.649,0.984,949.202,3.902
1.0,1.0,299.72,96.298,85.981,91.21,91.321,86.116,81.107,78.136,78.102,78.243,0.062,0.24,0.665,0.999,949.176,3.902
1.0,1.0,299.697,96.276,86.002,91.274,91.364,86.116,81.085,78.115,78.059,78.285,0.061,0.238,0.727,0.993,949.355,4.554
1.0,1.0,299.697,96.276,86.002,91.274,91.321,86.116,81.128,78.136,78.123,78.285,0.063,0.236,0.672,1.036,949.508,3.902
1.0,1.0,299.72,96.276,86.002,91.231,91.364,86.138,81.128,78.136,78.102,78.243,0.059,0.234,0.667,0.964,949.813,3.643
1.0,1.0,299.652,96.233,85.981,91.231,91.364,86.138,81.128,78.136,78.102,78.243,0.06,0.233,0.68,0.913,950.028,3.902
1.0,1.0,299.697,96.298,86.002,91.274,91.364,86.159,81.128,78.157,78.102,78.264,0.06,0.232,0.641,0.936,950.234,3.643
1.0,1.0,299.765,96.341,86.002,91.21,91.321,86.095,81.107,78.115,78.08,78.264,0.061,0.231,0.622,0.977,949.867,3.906
1.0,1.0,299.765,96.276,86.002,91.21,91.321,86.116,81.149,78.157,78.08,78.285,0.057,0.228,0.686,0.998,949.723,4.55
1.0,1.0,299.675,96.233,85.981,91.253,91.364,86.181,81.149,78.157,78.059,78.285,0.059,0.227,0.684,0.907,949.696,3.906
1.0,1.0,299.743,96.319,86.002,91.253,91.321,86.116,81.128,78.157,78.059,78.243,0.059,0.226,0.686,0.923,949.786,3.552
1.0,1.0,299.72,96.233,86.002,91.21,91.342,86.159,81.107,78.115,78.102,78.307,0.06,0.226,0.664,0.972,949.902,3.646
1.0,1.0,299.697,96.233,86.002,91.21,91.342,86.159,81.107,78.115,78.102,78.285,0.054,0.225,0.68,1.013,949.858,3.902
1.0,1.0,299.72,96.341,86.002,91.274,91.364,86.138,81.107,78.136,78.059,78.285,0.054,0.225,0.613,0.948,949.813,3.902
1.0,1.0,299.743,96.319,86.002,91.231,91.342,86.095,81.107,78.136,78.102,78.264,0.056,0.224,0.613,0.948,950.172,3.643
1.0,1.0,299.743,96.276,86.002,91.21,91.321,86.138,81.107,78.136,78.059,78.307,0.059,0.223,0.59,0.921,950.172,3.899
1.0,1.0,299.72,96.319,86.002,91.253,91.364,86.138,81.107,78.136,78.102,78.264,0.061,0.224,0.515,0.918,950.216,3.643
1.0,1.0,299.765,96.298,86.002,91.231,91.321,86.074,81.128,78.157,78.08,78.285,0.059,0.224,0.529,0.916,950.091,3.902
1.0,1.0,299.72,96.276,86.002,91.253,91.364,86.138,81.107,78.136,78.08,78.285,0.059,0.223,0.646,0.87,949.884,4.554
1.0,1.0,299.743,96.276,86.002,91.231,91.342,86.095,81.107,78.136,78.102,78.264,0.059,0.223,0.681,0.939,949.516,3.902
1.0,1.0,299.72,96.233,85.981,91.21,91.342,86.116,81.107,78.136,78.102,78.243,0.058,0.221,0.688,0.987,949.032,3.643
1.0,1.0,299.765,96.319,86.002,91.253,91.342,86.138,81.128,78.157,78.08,78.307,0.057,0.221,0.682,0.977,949.077,3.902
1.0,1.0,299.743,96.341,86.002,91.231,91.342,86.116,81.107,78.136,78.102,78.285,0.055,0.22,0.821,1.019,948.808,3.643
1.0,1.0,299.72,96.233,85.981,91.21,91.342,86.138,81.085,78.115,78.059,78.285,0.059,0.22,0.763,1.002,949.247,3.902
1.0,1.0,299.697,96.233,86.002,91.21,91.364,86.159,81.085,78.136,78.102,78.285,0.053,0.219,0.774,0.972,949.346,3.902
1.0,1.0,299.765,96.319,86.002,91.253,91.364,86.138,81.107,78.136,78.102,78.243,0.054,0.219,0.773,0.962,949.436,3.643
1.0,1.0,299.765,96.276,86.002,91.231,91.321,86.116,81.085,78.136,78.102,78.285,0.053,0.219,0.754,0.946,949.732,4.878
1.0,1.0,299.72,96.276,85.981,91.189,91.321,86.116,81.085,78.115,78.059,78.285,0.058,0.218,0.657,0.964,949.893,3.643
1.0,1.0,299.697,96.255,85.981,91.274,91.364,86.159,81.064,78.136,78.102,78.285,0.055,0.218,0.663,0.936,950.109,3.899
1.0,1.0,299.788,96.298,86.002,91.231,91.321,86.095,81.107,78.136,78.08,78.243,0.056,0.218,0.705,0.948,950.064,3.906
1.0,1.0,299.743,96.319,86.024,91.231,91.342,86.095,81.107,78.157,78.08,78.307,0.052,0.219,0.743,0.946,949.956,3.646
1.0,1.0,299.72,96.233,85.981,91.21,91.342,86.159,81.085,78.136,78.123,78.285,0.056,0.218,0.713,0.923,949.768,3.902
1.0,1.0,299.743,96.298,86.002,91.253,91.342,86.159,81.043,78.136,78.08,78.285,0.055,0.217,0.737,0.98,949.615,3.643
1.0,1.0,299.765,96.319,85.981,91.231,91.321,86.116,81.107,78.136,78.102,78.285,0.055,0.217,0.761,0.964,949.534,3.899
1.0,1.0,299.743,96.276,85.981,91.189,91.321,86.116,81.085,78.115,78.059,78.285,0.051,0.217,0.768,1.0,949.75,3.643
1.0,1.0,299.743,96.255,85.981,91.274,91.364,86.159,81.085,78.157,78.102,78.285,0.055,0.217,0.624,0.984,949.867,3.799
1.0,1.0,299.81,96.298,86.002,91.231,91.342,86.095,81.107,78.136,78.102,78.243,0.053,0.217,0.659,0.961,950.064,4.562
1.0,1.0,299.743,96.276,85.981,91.21,91.342,86.138,81.085,78.136,78.059,78.307,0.054,0.217,0.573,0.956,950.189,3.902
1.0,1.0,299.72,96.233,85.981,91.21,91.342,86.138,81.107,78.136,78.08,78.285,0.053,0.217,0.581,0.961,950.243,3.643
