LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,388.855,83.241,72.449,78.032,78.192,72.889,67.369,63.395,63.33,63.462,0.618,0.068,0.626,3.507,498.323,3.643
1.0,1.0,388.925,83.305,72.492,78.011,78.171,72.868,67.369,63.416,63.309,63.462,0.456,0.073,0.666,3.633,498.556,2.927
1.0,1.0,388.878,83.22,72.47,77.948,78.128,72.825,67.391,63.395,63.309,63.462,0.312,0.08,0.744,3.673,498.735,2.732
1.0,1.0,388.855,83.198,72.449,77.969,78.128,72.889,67.391,63.395,63.288,63.441,0.246,0.086,0.664,3.693,499.076,3.902
1.0,1.0,388.878,83.263,72.492,78.032,78.171,72.868,67.391,63.416,63.309,63.462,0.165,0.095,0.619,3.733,498.861,2.667
1.0,1.0,388.925,83.284,72.47,78.011,78.149,72.846,67.369,63.416,63.309,63.441,0.144,0.104,0.613,3.766,498.942,2.735
1.0,1.0,388.878,83.263,72.47,77.969,78.128,72.825,67.369,63.395,63.288,63.462,0.136,0.113,0.689,3.729,498.708,3.902
1.0,1.0,388.855,83.22,72.449,77.926,78.128,72.846,67.348,63.395,63.33,63.462,0.131,0.12,0.646,3.756,499.175,2.732
1.0,1.0,388.925,83.284,72.47,77.99,78.149,72.846,67.369,63.395,63.309,63.441,0.131,0.129,0.762,3.8,499.328,2.924
1.0,1.0,388.925,83.284,72.492,78.011,78.128,72.846,67.369,63.416,63.33,63.462,0.129,0.136,0.765,3.82,499.381,3.643
1.0,1.0,388.878,83.241,72.449,78.011,78.107,72.846,67.369,63.395,63.309,63.462,0.126,0.144,0.75,3.837,499.363,3.643
1.0,1.0,388.901,83.284,72.492,77.99,78.107,72.804,67.391,63.395,63.309,63.462,0.125,0.152,0.705,3.888,499.319,2.93
1.0,1.0,388.901,83.241,72.47,78.011,78.128,72.846,67.369,63.416,63.309,63.462,0.123,0.158,0.689,3.911,499.372,2.732
1.0,1.0,388.902,83.263,72.47,77.99,78.128,72.804,67.391,63.395,63.309,63.462,0.123,0.164,0.742,3.9,499.408,2.927
1.0,1.0,388.855,83.198,72.47,77.969,78.107,72.825,67.369,63.395,63.309,63.484,0.123,0.173,0.747,3.929,499.471,3.64
1.0,1.0,388.855,83.241,72.47,78.032,78.128,72.868,67.369,63.416,63.309,63.441,0.124,0.181,0.639,3.952,499.848,2.924
1.0,1.0,388.878,83.198,72.449,77.969,78.107,72.868,67.348,63.416,63.33,63.462,0.125,0.187,0.591,4.029,500.045,2.735
1.0,1.0,388.855,83.241,72.449,78.032,78.128,72.846,67.369,63.416,63.309,63.484,0.126,0.193,0.55,4.03,499.875,2.927
1.0,1.0,388.901,83.263,72.47,77.99,78.107,72.804,67.369,63.395,63.33,63.484,0.127,0.203,0.597,4.105,498.538,3.643
1.0,1.0,388.878,83.241,72.449,77.969,78.086,72.804,67.369,63.416,63.33,63.484,0.128,0.209,0.686,4.074,498.349,2.927
1.0,1.0,388.878,83.263,72.47,78.011,78.128,72.868,67.369,63.416,63.351,63.484,0.131,0.217,0.625,4.065,498.035,2.669
1.0,1.0,388.878,83.263,72.47,78.011,78.128,72.868,67.369,63.416,63.351,63.484,0.13,0.224,0.601,4.053,498.134,3.646
1.0,1.0,388.855,83.284,72.47,78.011,78.128,72.804,67.348,63.395,63.33,63.462,0.05,0.231,0.614,4.084,497.999,2.924
1.0,1.0,388.878,83.263,72.449,77.948,78.086,72.825,67.348,63.395,63.288,63.484,0.232,0.236,0.578,4.118,498.179,2.732
1.0,1.0,388.855,83.241,72.449,77.99,78.107,72.846,67.348,63.395,63.33,63.462,0.225,0.242,0.579,4.183,498.583,2.927
1.0,1.0,388.855,83.284,72.47,77.99,78.086,72.804,67.348,63.395,63.309,63.462,0.215,0.246,0.568,4.22,498.547,3.643
1.0,1.0,388.901,83.284,72.47,77.99,78.086,72.804,67.348,63.395,63.309,63.462,0.203,0.253,0.665,4.196,498.376,2.921
1.0,1.0,388.8895,83.2625,72.47,77.9795,78.086,72.804,67.348,63.3845,63.2985,63.462,0.2005,0.2565,0.6625,4.1715,498.4885,2.828
1.0,1.0,388.878,83.241,72.47,77.969,78.086,72.804,67.348,63.374,63.288,63.462,0.198,0.26,0.66,4.147,498.601,2.735
1.0,1.0,388.855,83.241,72.492,78.011,78.128,72.804,67.369,63.395,63.309,63.462,0.195,0.267,0.656,4.166,498.807,3.906
1.0,1.0,388.901,83.284,72.47,77.99,78.107,72.825,67.348,63.395,63.309,63.462,0.19,0.272,0.641,4.138,498.978,2.732
1.0,1.0,388.901,83.284,72.47,77.99,78.107,72.825,67.348,63.395,63.309,63.462,0.19,0.272,0.651,4.136,499.256,2.732
1.0,1.0,388.925,83.22,72.428,77.926,78.086,72.804,67.348,63.374,63.288,63.484,0.185,0.283,0.597,4.183,499.193,2.927
1.0,1.0,388.832,83.241,72.449,77.99,78.107,72.825,67.327,63.395,63.309,63.462,0.184,0.287,0.619,4.157,499.121,3.902
