LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,421.941,80.743,69.818,75.432,75.509,70.207,67.094,63.688,63.309,63.462,0.375,0.217,0.707,1.882,497.775,5.842
1.0,1.0,421.942,80.721,69.839,75.369,75.466,70.186,67.094,63.688,63.288,63.505,0.376,0.216,0.676,1.905,497.856,5.469
1.0,1.0,421.871,80.657,69.818,75.411,75.509,70.207,67.073,63.688,63.288,63.484,0.372,0.216,0.651,1.85,497.946,4.808
1.0,1.0,421.918,80.679,69.818,75.411,75.509,70.228,67.094,63.688,63.288,63.462,0.372,0.216,0.673,1.871,498.071,5.474
1.0,1.0,421.918,80.721,69.839,75.411,75.509,70.186,67.115,63.688,63.309,63.484,0.369,0.216,0.68,1.875,498.134,5.474
1.0,1.0,421.942,80.679,69.818,75.39,75.487,70.186,67.094,63.688,63.288,63.484,0.368,0.216,0.682,1.879,498.053,5.854
1.0,1.0,421.871,80.679,69.839,75.411,75.53,70.228,67.094,63.688,63.266,63.505,0.368,0.215,0.716,1.92,498.098,5.469
1.0,1.0,421.918,80.679,69.839,75.432,75.53,70.207,67.094,63.688,63.309,63.462,0.364,0.215,0.676,1.942,498.385,4.878
1.0,1.0,421.965,80.721,69.818,75.39,75.487,70.186,67.115,63.688,63.288,63.462,0.365,0.215,0.704,1.868,498.215,5.329
1.0,1.0,421.918,80.721,69.839,75.411,75.509,70.186,67.115,63.688,63.288,63.484,0.36,0.215,0.7,1.866,498.098,5.469
1.0,1.0,421.942,80.679,69.839,75.39,75.487,70.186,67.115,63.688,63.288,63.462,0.365,0.215,0.673,1.781,498.296,5.854
1.0,1.0,421.988,80.679,69.818,75.39,75.509,70.186,67.115,63.709,63.288,63.462,0.364,0.215,0.665,1.849,498.34,5.464
1.0,1.0,421.918,80.657,69.839,75.411,75.53,70.207,67.115,63.688,63.288,63.462,0.363,0.215,0.661,1.903,498.098,4.878
1.0,1.0,421.918,80.721,69.818,75.411,75.509,70.228,67.136,63.667,63.288,63.462,0.365,0.214,0.641,1.868,498.224,5.464
1.0,1.0,421.965,80.7,69.839,75.369,75.487,70.186,67.115,63.667,63.266,63.462,0.364,0.213,0.649,1.834,497.973,5.854
1.0,1.0,421.989,80.721,69.839,75.411,75.487,70.186,67.094,63.688,63.288,63.484,0.365,0.212,0.67,1.936,498.385,4.554
1.0,1.0,421.989,80.679,69.818,75.39,75.487,70.186,67.136,63.667,63.288,63.462,0.361,0.212,0.68,1.998,498.34,5.854
1.0,1.0,421.965,80.657,69.818,75.369,75.487,70.207,67.115,63.709,63.288,63.484,0.364,0.21,0.681,1.992,498.637,5.464
1.0,1.0,421.918,80.679,69.861,75.432,75.53,70.207,67.136,63.688,63.288,63.484,0.361,0.211,0.711,1.916,498.852,4.878
1.0,1.0,422.036,80.679,69.818,75.432,75.53,70.207,67.115,63.688,63.266,63.484,0.364,0.21,0.65,1.952,499.076,5.464
1.0,1.0,422.059,80.7,69.839,75.369,75.466,70.186,67.136,63.688,63.288,63.484,0.365,0.211,0.586,2.031,498.619,5.842
1.0,1.0,421.942,80.615,69.796,75.411,75.509,70.207,67.179,63.709,63.288,63.462,0.364,0.211,0.615,1.886,498.924,4.558
1.0,1.0,421.965,80.721,69.818,75.432,75.53,70.207,67.179,63.709,63.288,63.441,0.367,0.212,0.648,1.882,498.726,5.859
1.0,1.0,422.036,80.721,69.861,75.39,75.509,70.186,67.158,63.688,63.288,63.462,0.365,0.212,0.59,1.863,499.13,4.554
1.0,1.0,422.012,80.657,69.796,75.39,75.487,70.207,67.179,63.709,63.288,63.462,0.369,0.211,0.609,1.977,499.588,5.854
1.0,1.0,421.965,80.7,69.818,75.39,75.509,70.228,67.2,63.688,63.288,63.484,0.366,0.212,0.677,1.932,499.444,4.873
1.0,1.0,421.989,80.657,69.839,75.432,75.509,70.207,67.179,63.688,63.288,63.462,0.368,0.212,0.618,1.908,499.597,5.469
1.0,1.0,422.036,80.7,69.839,75.39,75.53,70.207,67.2,63.709,63.266,63.462,0.365,0.212,0.533,1.992,499.57,5.854
1.0,1.0,421.989,80.636,69.818,75.411,75.53,70.25,67.2,63.688,63.288,63.484,0.366,0.212,0.622,2.037,499.274,5.854
1.0,1.0,422.036,80.7,69.818,75.432,75.53,70.228,67.2,63.73,63.288,63.462,0.367,0.213,0.657,2.046,499.435,5.464
1.0,1.0,422.036,80.721,69.861,75.411,75.487,70.207,67.2,63.709,63.288,63.462,0.366,0.212,0.631,2.057,499.893,4.878
1.0,1.0,422.012,80.636,69.839,75.348,75.466,70.186,67.2,63.709,63.309,63.441,0.368,0.211,0.67,2.102,500.261,5.464
1.0,1.0,421.989,80.657,69.796,75.39,75.53,70.228,67.221,63.709,63.288,63.484,0.368,0.211,0.706,2.078,500.333,4.878
1.0,1.0,421.989,80.679,69.861,75.432,75.551,70.271,67.2,63.709,63.288,63.462,0.375,0.213,0.701,2.087,499.462,5.464
1.0,1.0,422.0595,80.7,69.85,75.4215,75.53,70.239,67.2105,63.7195,63.2985,63.473,0.3745,0.2135,0.666,2.0295,499.1435,5.659
1.0,1.0,422.13,80.721,69.839,75.411,75.509,70.207,67.221,63.73,63.309,63.484,0.374,0.214,0.631,1.972,498.825,5.854
1.0,1.0,422.059,80.657,69.818,75.348,75.466,70.186,67.221,63.709,63.288,63.462,0.377,0.214,0.66,1.98,498.143,4.554
1.0,1.0,422.059,80.657,69.839,75.39,75.509,70.207,67.2,63.73,63.288,63.484,0.375,0.215,0.6,2.022,497.632,5.854
1.0,1.0,422.083,80.679,69.839,75.348,75.487,70.207,67.221,63.73,63.309,63.462,0.378,0.214,0.663,1.956,497.937,5.455
1.0,1.0,422.012,80.636,69.839,75.369,75.509,70.207,67.221,63.73,63.309,63.462,0.373,0.213,0.664,1.997,498.098,4.888
1.0,1.0,422.083,80.657,69.839,75.39,75.509,70.25,67.221,63.709,63.288,63.462,0.376,0.212,0.687,2.003,498.242,5.464
1.0,1.0,422.083,80.679,69.861,75.369,75.509,70.186,67.242,63.73,63.288,63.462,0.373,0.213,0.697,2.06,498.421,4.878
1.0,1.0,422.059,80.615,69.818,75.369,75.487,70.207,67.221,63.709,63.288,63.484,0.375,0.212,0.63,2.009,498.664,5.333
1.0,1.0,422.036,80.636,69.839,75.369,75.509,70.228,67.221,63.709,63.288,63.462,0.372,0.212,0.697,2.036,498.61,5.469
1.0,1.0,422.059,80.679,69.839,75.411,75.509,70.207,67.242,63.73,63.288,63.462,0.375,0.212,0.622,1.993,498.565,5.848
1.0,1.0,422.083,80.721,69.861,75.39,75.509,70.186,67.221,63.709,63.309,63.441,0.373,0.213,0.509,1.983,498.547,5.464
