LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,422.2,83.626,73.584,78.815,78.959,73.783,71.822,71.398,70.591,66.781,0.637,0.312,0.523,1.538,497.623,4.554
1.0,1.0,422.153,83.583,73.562,78.793,79.002,73.805,71.801,71.377,70.591,66.781,0.654,0.311,0.471,1.585,496.815,4.878
1.0,1.0,422.153,83.562,73.562,78.836,78.98,73.847,71.779,71.377,70.57,66.781,0.529,0.31,0.476,1.561,497.156,5.464
1.0,1.0,422.224,83.647,73.584,78.815,79.002,73.805,71.801,71.377,70.612,66.76,0.379,0.309,0.508,1.606,497.703,4.878
1.0,1.0,422.2,83.626,73.584,78.815,78.98,73.805,71.801,71.377,70.591,66.781,0.291,0.308,0.569,1.54,499.803,5.464
1.0,1.0,422.153,83.583,73.562,78.751,79.002,73.826,71.843,71.377,70.57,66.781,0.241,0.307,0.594,1.568,500.01,4.878
1.0,1.0,422.153,83.583,73.562,78.772,78.959,73.762,71.843,71.356,70.612,66.781,0.216,0.308,0.572,1.629,499.211,4.558
1.0,1.0,422.271,83.626,73.584,78.772,78.959,73.762,71.843,71.356,70.612,66.781,0.216,0.308,0.67,1.645,498.583,4.558
1.0,1.0,422.177,83.562,73.562,78.793,79.002,73.826,71.864,71.398,70.591,66.781,0.198,0.31,0.782,1.61,500.431,5.848
1.0,1.0,422.106,83.583,73.605,78.836,79.023,73.805,71.886,71.398,70.591,66.781,0.184,0.308,0.782,1.61,500.431,5.848
1.0,1.0,422.2,83.626,73.605,78.815,78.98,73.762,71.864,71.419,70.612,66.781,0.172,0.308,0.636,1.663,498.717,4.554
1.0,1.0,422.224,83.604,73.605,78.772,78.98,73.783,71.864,71.419,70.633,66.802,0.16,0.31,0.786,1.638,498.206,5.854
1.0,1.0,422.177,83.604,73.605,78.793,79.002,73.805,71.864,71.461,70.654,66.781,0.111,0.31,0.768,1.672,497.03,4.444
1.0,1.0,422.2,83.626,73.626,78.836,78.98,73.826,71.886,71.461,70.676,66.802,0.148,0.31,0.791,1.63,497.856,5.469
1.0,1.0,422.224,83.647,73.648,78.772,78.98,73.783,71.886,71.461,70.654,66.802,0.148,0.31,0.772,1.727,497.712,4.873
1.0,1.0,422.271,83.583,73.626,78.772,78.98,73.762,71.886,71.461,70.697,66.845,0.143,0.312,0.641,1.749,496.178,5.464
1.0,1.0,422.153,83.604,73.626,78.815,79.002,73.826,71.864,71.461,70.676,66.845,0.134,0.312,0.666,1.748,496.178,4.878
1.0,1.0,422.212,83.6255,73.637,78.804,79.0125,73.826,71.875,71.4715,70.6865,66.8555,0.131,0.312,0.661,1.7525,496.2585,5.1735
1.0,1.0,422.271,83.647,73.648,78.793,79.023,73.826,71.886,71.482,70.697,66.866,0.128,0.312,0.656,1.757,496.339,5.469
1.0,1.0,422.271,83.583,73.605,78.815,79.002,73.741,71.864,71.44,70.697,66.845,0.126,0.312,0.577,1.736,496.025,4.878
1.0,1.0,422.224,83.583,73.605,78.772,78.98,73.762,71.864,71.44,70.697,66.845,0.122,0.312,0.508,1.848,494.823,5.46
1.0,1.0,422.224,83.604,73.605,78.793,79.023,73.826,71.864,71.419,70.697,66.845,0.12,0.314,0.462,1.771,493.522,4.878
1.0,1.0,422.2,83.604,73.605,78.772,78.98,73.762,71.843,71.398,70.718,66.845,0.116,0.315,0.391,1.769,493.8,5.464
1.0,1.0,422.294,83.626,73.584,78.73,78.959,73.741,71.864,71.398,70.654,66.802,0.112,0.314,0.373,1.734,493.19,4.878
1.0,1.0,422.247,83.583,73.562,78.751,78.98,73.741,71.864,71.377,70.633,66.802,0.11,0.315,0.482,1.812,494.006,5.464
1.0,1.0,422.2,83.626,73.562,78.793,79.002,73.783,71.822,71.377,70.633,66.802,0.107,0.314,0.475,1.867,494.105,4.878
1.0,1.0,422.271,83.604,73.605,78.815,79.002,73.741,71.822,71.356,70.654,66.781,0.105,0.315,0.447,1.922,493.737,5.464
1.0,1.0,422.294,83.626,73.584,78.751,78.959,73.741,71.801,71.335,70.612,66.781,0.104,0.316,0.504,1.84,493.36,4.878
1.0,1.0,422.271,83.604,73.541,78.772,78.959,73.805,71.801,71.335,70.591,66.781,0.102,0.316,0.518,1.895,493.549,5.333
1.0,1.0,422.2,83.604,73.541,78.793,79.023,73.826,71.779,71.314,70.591,66.76,0.1,0.317,0.43,1.895,491.969,5.469
1.0,1.0,422.271,83.668,73.541,78.793,79.002,73.805,71.779,71.314,70.612,66.76,0.098,0.318,0.452,1.938,492.391,4.878
1.0,1.0,422.294,83.668,73.562,78.815,79.002,73.783,71.779,71.293,70.591,66.739,0.097,0.32,0.54,1.93,494.482,4.878
1.0,1.0,422.365,83.668,73.562,78.772,78.959,73.741,71.779,71.272,70.57,66.76,0.094,0.319,0.562,1.999,495.379,4.554
0.0,1.0,422.271,83.604,73.541,78.751,78.959,73.741,71.758,71.293,70.591,66.718,0.092,0.319,0.608,2.053,496.671,5.848
1.0,1.0,422.294,83.626,73.562,78.793,79.002,73.741,71.801,71.293,70.612,66.718,0.092,0.318,0.55,2.079,495.281,4.558
1.0,1.0,422.224,83.647,73.541,78.815,79.023,73.826,71.779,71.314,70.591,66.739,0.091,0.32,0.612,2.08,496.411,5.854
1.0,1.0,422.318,83.668,73.562,78.793,78.98,73.741,71.801,71.314,70.612,66.718,0.092,0.322,0.636,2.065,498.062,4.554
1.0,1.0,422.341,83.647,73.562,78.751,78.959,73.762,71.801,71.356,70.591,66.739,0.093,0.323,0.626,2.134,495.936,4.869
1.0,1.0,422.224,83.604,73.541,78.772,78.98,73.762,71.779,71.377,70.633,66.76,0.096,0.327,0.571,2.153,494.679,5.469
1.0,1.0,422.224,83.626,73.562,78.793,79.044,73.826,71.801,71.377,70.654,66.76,0.097,0.333,0.473,2.05,495.02,5.854
1.0,1.0,422.318,83.69,73.562,78.815,79.023,73.783,71.801,71.377,70.697,66.76,0.098,0.334,0.432,2.109,493.244,4.558
1.0,1.0,422.365,83.711,73.562,78.793,78.98,73.762,71.801,71.398,70.654,66.76,0.099,0.343,0.52,2.06,494.724,5.854
1.0,1.0,422.294,83.647,73.541,78.772,78.98,73.762,71.779,71.356,70.654,66.76,0.1,0.345,0.464,2.181,493.576,4.554
1.0,1.0,422.341,83.647,73.519,78.751,78.98,73.741,71.779,71.335,70.697,66.76,0.101,0.347,0.487,2.151,493.944,5.854
1.0,1.0,422.318,83.647,73.519,78.772,79.002,73.805,71.779,71.335,70.676,66.739,0.101,0.348,0.487,2.155,494.643,4.972
1.0,1.0,422.271,83.626,73.541,78.793,79.023,73.805,71.758,71.314,70.654,66.76,0.101,0.347,0.452,2.153,494.76,5.484
1.0,1.0,422.318,83.69,73.541,78.772,79.002,73.805,71.779,71.335,70.654,66.76,0.102,0.348,0.429,2.197,493.854,4.873
