LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,350.544,80.85,77.739,70.028,73.827,67.804,76.28,65.199,63.436,63.336,0.127,0.281,0.426,2.123,499.408,7.346
1.0,1.0,351.026,80.828,77.718,70.007,73.827,67.783,76.302,65.22,63.414,63.336,0.206,0.281,0.437,2.124,499.579,5.9
1.0,1.0,351.439,80.85,77.718,70.028,73.849,67.825,76.302,65.199,63.436,63.315,0.209,0.283,0.447,2.135,499.776,7.339
1.0,1.0,351.83,80.828,77.718,70.071,73.87,67.889,76.302,65.199,63.414,63.315,0.179,0.232,0.489,2.09,499.92,6.89
1.0,1.0,352.289,80.871,77.718,70.092,73.891,67.868,76.323,65.22,63.414,63.336,0.169,0.21,0.405,2.158,499.992,6.428
1.0,1.0,353.162,80.935,77.718,70.071,73.913,67.868,76.302,65.22,63.414,63.336,0.14,0.248,0.427,2.164,500.44,6.428
1.0,1.0,353.415,80.9455,77.718,70.1025,73.934,67.868,76.291,65.2095,63.414,63.336,0.1365,0.251,0.419,2.17,500.476,6.652
1.0,1.0,353.668,80.956,77.718,70.134,73.955,67.868,76.28,65.199,63.414,63.336,0.133,0.254,0.411,2.176,500.512,6.876
1.0,1.0,353.967,80.892,77.718,70.155,73.976,67.91,76.302,65.22,63.457,63.315,0.13,0.262,0.373,2.261,500.602,6.434
1.0,1.0,354.473,80.892,77.718,70.134,73.976,67.953,76.28,65.241,63.457,63.336,0.122,0.266,0.461,2.16,500.745,6.883
1.0,1.0,354.864,80.956,77.739,70.197,74.04,67.974,76.28,65.22,63.414,63.336,0.118,0.218,0.524,2.193,500.916,6.428
1.0,1.0,355.346,81.02,77.718,70.218,74.04,67.953,76.28,65.22,63.414,63.336,0.115,0.161,0.474,2.166,501.024,6.883
1.0,1.0,355.737,80.999,77.718,70.176,73.998,67.932,76.28,65.22,63.436,63.336,0.113,0.148,0.458,2.293,501.311,7.111
1.0,1.0,356.105,80.978,77.697,70.155,74.04,67.953,76.302,65.22,63.457,63.336,0.112,0.13,0.422,2.298,501.338,6.428
1.0,1.0,356.474,80.956,77.718,70.239,74.083,68.017,76.302,65.241,63.457,63.336,0.11,0.123,0.387,2.301,501.508,6.876
1.0,1.0,356.957,80.978,77.718,70.281,74.083,68.038,76.323,65.22,63.436,63.357,0.11,0.12,0.452,2.29,501.634,6.422
1.0,1.0,357.417,81.063,77.718,70.281,74.104,67.995,76.302,65.241,63.436,63.336,0.107,0.115,0.462,2.385,502.073,6.876
1.0,1.0,357.785,81.063,77.739,70.26,74.083,67.974,76.323,65.241,63.457,63.336,0.108,0.112,0.492,2.39,502.28,6.876
1.0,1.0,358.142,81.031,77.7285,70.2815,74.104,68.0165,76.323,65.2515,63.478,63.336,0.1075,0.1115,0.4685,2.3855,502.4235,6.388
1.0,1.0,358.499,80.999,77.718,70.303,74.125,68.059,76.323,65.262,63.499,63.336,0.107,0.111,0.445,2.381,502.567,5.9
1.0,1.0,358.936,81.063,77.739,70.345,74.168,68.08,76.323,65.262,63.499,63.357,0.11,0.11,0.392,2.444,502.72,7.346
1.0,1.0,359.397,81.106,77.761,70.366,74.168,68.08,76.344,65.283,63.52,63.357,0.109,0.111,0.341,2.453,502.98,6.883
1.0,1.0,359.765,81.084,77.739,70.303,74.147,68.059,76.323,65.262,63.499,63.357,0.112,0.199,0.451,2.421,503.186,6.428
1.0,1.0,360.157,81.063,77.782,70.345,74.189,68.08,76.323,65.283,63.478,63.378,0.112,0.259,0.472,2.466,503.59,6.883
1.0,1.0,360.595,81.084,77.782,70.324,74.168,68.059,76.323,65.262,63.52,63.378,0.112,0.286,0.505,2.385,503.581,6.422
1.0,1.0,360.94,81.106,77.782,70.345,74.168,68.08,76.365,65.283,63.499,63.378,0.115,0.301,0.478,2.32,503.599,6.89
1.0,1.0,361.286,81.042,77.782,70.387,74.232,68.123,76.344,65.283,63.499,63.357,0.115,0.306,0.553,2.359,503.599,6.428
1.0,1.0,361.678,81.106,77.804,70.408,74.253,68.123,76.323,65.304,63.52,63.378,0.116,0.316,0.551,2.331,503.707,6.883
1.0,1.0,362.138,81.148,77.825,70.408,74.232,68.102,76.365,65.304,63.52,63.378,0.119,0.321,0.55,2.325,503.787,6.428
1.0,1.0,362.438,81.106,77.825,70.408,74.253,68.123,76.365,65.304,63.541,63.378,0.116,0.325,0.524,2.351,503.832,6.876
1.0,1.0,362.611,81.095,77.8145,70.408,74.253,68.1335,76.344,65.304,63.5305,63.3885,0.1185,0.3275,0.52,2.336,503.9265,7.1145
1.0,1.0,362.784,81.084,77.804,70.408,74.253,68.144,76.323,65.304,63.52,63.399,0.121,0.33,0.516,2.321,504.021,7.353
1.0,1.0,363.245,81.17,77.825,70.429,74.253,68.123,76.344,65.304,63.541,63.378,0.122,0.338,0.562,2.277,504.299,6.278
1.0,1.0,363.937,81.127,77.825,70.429,74.274,68.165,76.344,65.304,63.541,63.399,0.123,0.342,0.492,2.198,504.308,7.346
1.0,1.0,364.329,81.17,77.847,70.45,74.296,68.165,76.365,65.346,63.541,63.42,0.123,0.346,0.472,2.275,504.442,6.883
1.0,1.0,364.721,81.191,77.847,70.45,74.296,68.187,76.365,65.346,63.584,63.399,0.124,0.35,0.504,2.243,504.559,6.428
1.0,1.0,365.067,81.17,77.868,70.429,74.253,68.165,76.365,65.346,63.562,63.399,0.124,0.352,0.515,2.252,504.792,6.883
1.0,1.0,365.413,81.17,77.847,70.429,74.296,68.187,76.365,65.367,63.541,63.42,0.124,0.356,0.541,2.159,504.9,6.428
1.0,1.0,365.829,81.212,77.868,70.492,74.274,68.187,76.387,65.367,63.584,63.441,0.126,0.359,0.466,2.156,505.142,6.883
1.0,1.0,366.152,81.191,77.868,70.45,74.296,68.208,76.408,65.367,63.605,63.441,0.124,0.361,0.467,2.168,505.205,6.428
1.0,1.0,366.498,81.191,77.889,70.492,74.338,68.229,76.429,65.388,63.605,63.441,0.126,0.364,0.539,2.189,505.412,6.876
1.0,1.0,366.867,81.17,77.911,70.514,74.317,68.229,76.429,65.388,63.605,63.441,0.125,0.366,0.442,2.087,505.519,7.353
