LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,341.648,75.752,65.522,70.999,70.999,65.891,60.322,58.3,58.195,58.501,0.261,0.526,0.049,2.069,397.649,4.554
1.0,1.0,341.762,75.837,65.522,70.999,70.978,65.849,60.301,58.279,58.217,58.48,0.639,0.572,0.071,1.998,397.964,3.902
1.0,1.0,341.716,75.794,65.522,70.957,70.956,65.87,60.301,58.279,58.195,58.48,0.866,0.641,0.099,1.987,397.99,4.554
1.0,1.0,341.671,75.773,65.522,70.999,70.978,65.87,60.301,58.3,58.217,58.501,0.9,0.694,0.007,1.967,398.08,3.902
1.0,1.0,341.716,75.794,65.522,71.02,70.999,65.891,60.279,58.3,58.217,58.48,0.739,0.62,0.022,1.961,397.999,4.444
1.0,1.0,341.808,75.858,65.544,70.978,70.956,65.828,60.279,58.321,58.217,58.48,0.499,0.578,0.068,1.95,398.242,4.444
1.0,1.0,341.785,75.816,65.522,70.935,70.956,65.828,60.279,58.321,58.238,58.501,0.346,0.556,0.07,1.948,398.403,3.646
1.0,1.0,341.716,75.773,65.522,70.978,70.978,65.87,60.258,58.321,58.217,58.501,0.239,0.542,0.1,1.989,398.672,3.899
1.0,1.0,341.785,75.794,65.522,70.957,70.956,65.828,60.258,58.342,58.238,58.48,0.19,0.534,0.019,2.002,398.699,4.558
1.0,1.0,341.785,75.837,65.522,70.978,70.978,65.828,60.279,58.363,58.238,58.501,0.12,0.52,-0.044,2.0,398.771,3.656
1.0,1.0,341.785,75.794,65.522,70.978,70.956,65.849,60.258,58.342,58.217,58.501,0.1,0.514,-0.008,1.968,398.654,4.558
1.0,1.0,341.785,75.837,65.544,70.978,70.978,65.849,60.258,58.342,58.238,58.522,0.098,0.508,-0.004,1.983,398.753,3.906
1.0,1.0,341.762,75.794,65.522,70.999,70.999,65.849,60.258,58.342,58.238,58.501,0.096,0.503,0.011,2.006,398.897,4.554
1.0,1.0,341.762,75.794,65.522,70.999,70.978,65.891,60.258,58.363,58.238,58.48,0.088,0.498,0.019,1.972,398.951,3.902
1.0,1.0,341.739,75.752,65.522,70.957,70.978,65.849,60.279,58.363,58.238,58.48,0.08,0.494,-0.031,1.934,399.058,4.554
1.0,1.0,341.785,75.837,65.544,70.999,70.978,65.849,60.279,58.363,58.238,58.543,0.08,0.494,-0.008,2.036,399.444,3.902
1.0,1.0,341.785,75.837,65.544,70.999,70.978,65.849,60.258,58.342,58.217,58.543,0.077,0.49,0.07,2.189,399.561,3.902
1.0,1.0,341.808,75.816,65.522,70.935,70.935,65.849,60.258,58.384,58.259,58.522,0.076,0.486,0.089,2.207,399.624,3.636
1.0,1.0,341.785,75.752,65.522,70.914,70.935,65.828,60.279,58.363,58.259,58.543,0.069,0.478,0.108,2.253,399.588,3.559
1.0,1.0,341.762,75.773,65.544,70.978,70.978,65.87,60.279,58.363,58.259,58.543,0.069,0.478,0.108,2.275,399.767,3.559
1.0,1.0,341.831,75.837,65.544,70.978,70.956,65.849,60.258,58.384,58.259,58.543,0.067,0.475,0.171,2.279,399.857,3.902
1.0,1.0,341.785,75.773,65.544,70.957,70.956,65.849,60.258,58.363,58.259,58.543,0.067,0.475,0.171,2.279,399.857,3.902
1.0,1.0,341.785,75.794,65.522,70.957,70.935,65.828,60.237,58.384,58.301,58.543,0.065,0.474,0.177,2.313,400.108,4.554
1.0,1.0,341.808,75.794,65.544,70.978,70.978,65.849,60.258,58.384,58.301,58.543,0.063,0.473,0.123,2.313,400.108,3.899
1.0,1.0,341.831,75.816,65.565,70.978,70.978,65.828,60.237,58.405,58.301,58.522,0.064,0.473,0.118,2.241,400.386,4.554
1.0,1.0,341.854,75.816,65.522,70.935,70.956,65.828,60.258,58.384,58.28,58.586,0.062,0.475,0.165,2.25,399.785,3.902
1.0,1.0,341.831,75.773,65.565,70.978,70.956,65.849,60.258,58.384,58.28,58.564,0.058,0.475,0.152,2.238,399.399,4.554
1.0,1.0,341.877,75.816,65.565,70.978,70.956,65.849,60.258,58.405,58.343,58.543,0.059,0.475,0.135,2.0,398.637,4.554
1.0,1.0,341.854,75.816,65.544,70.957,70.956,65.828,60.258,58.384,58.301,58.586,0.06,0.474,0.165,1.841,398.242,3.902
1.0,1.0,341.831,75.773,65.544,70.935,70.935,65.87,60.237,58.384,58.28,58.564,0.059,0.474,0.13,1.776,398.089,3.646
1.0,1.0,341.831,75.773,65.522,70.978,70.978,65.849,60.237,58.363,58.301,58.564,0.05,0.471,0.114,1.764,398.403,4.873
1.0,1.0,341.854,75.816,65.565,70.957,70.956,65.828,60.237,58.384,58.301,58.543,0.053,0.465,0.108,1.792,398.493,3.643
1.0,1.0,341.9,75.773,65.565,70.978,70.956,65.785,60.258,58.384,58.301,58.522,0.057,0.461,0.136,1.78,398.717,3.902
1.0,1.0,341.854,75.773,65.565,70.957,70.956,65.849,60.237,58.363,58.259,58.607,0.055,0.456,0.102,1.799,398.744,4.554
1.0,1.0,341.854,75.773,65.565,70.957,70.978,65.891,60.237,58.384,58.28,58.543,0.053,0.451,0.159,1.776,398.717,3.902
1.0,1.0,341.9,75.773,65.544,70.935,70.956,65.828,60.258,58.405,58.343,58.522,0.053,0.448,0.165,1.766,398.96,4.554
1.0,1.0,341.854,75.773,65.565,70.957,70.978,65.891,60.258,58.384,58.28,58.586,0.055,0.445,0.125,1.695,399.13,3.902
