LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
1.0,1.0,377.134,69.938,59.271,64.718,64.84,59.587,52.129,49.18,48.667,48.791,0.295,0.38,-0.108,1.707,249.363,7.293
1.0,1.0,377.065,69.896,59.271,64.696,64.818,59.587,52.108,49.159,48.667,48.812,0.277,0.38,-0.082,1.741,249.444,5.854
1.0,1.0,377.088,69.917,59.271,64.696,64.818,59.566,52.087,49.18,48.688,48.791,0.252,0.38,-0.132,1.752,249.175,7.286
1.0,1.0,377.042,69.875,59.292,64.696,64.84,59.587,52.129,49.18,48.688,48.812,0.242,0.378,-0.11,1.751,249.453,6.829
1.0,1.0,377.088,69.853,59.313,64.739,64.84,59.608,52.108,49.18,48.688,48.812,0.234,0.377,-0.125,1.763,249.579,6.375
1.0,1.0,377.111,69.917,59.271,64.739,64.84,59.566,52.087,49.18,48.667,48.791,0.227,0.376,-0.141,1.769,249.65,6.823
1.0,1.0,377.158,69.938,59.292,64.696,64.818,59.566,52.108,49.159,48.667,48.812,0.206,0.376,-0.147,1.811,249.65,6.375
1.0,1.0,377.088,69.875,59.271,64.675,64.818,59.608,52.108,49.18,48.709,48.812,0.201,0.376,-0.19,1.851,249.695,6.829
1.0,1.0,377.088,69.875,59.313,64.739,64.84,59.629,52.108,49.18,48.667,48.791,0.195,0.375,-0.215,1.891,249.794,6.829
1.0,1.0,377.065,69.896,59.271,64.675,64.797,59.608,52.108,49.159,48.667,48.812,0.191,0.375,-0.131,1.796,249.794,6.375
1.0,1.0,377.065,69.875,59.271,64.739,64.84,59.629,52.087,49.159,48.688,48.812,0.189,0.374,-0.101,1.808,249.902,6.829
1.0,1.0,377.158,69.938,59.292,64.696,64.818,59.587,52.108,49.18,48.667,48.812,0.182,0.374,-0.001,1.714,250.072,6.375
1.0,1.0,377.158,69.938,59.292,64.675,64.797,59.566,52.129,49.18,48.688,48.812,0.182,0.374,-0.081,1.769,250.278,6.829
1.0,1.0,377.134,69.875,59.271,64.696,64.797,59.608,52.108,49.18,48.667,48.812,0.178,0.375,-0.157,1.823,249.973,7.286
1.0,1.0,377.134,69.853,59.271,64.696,64.84,59.608,52.129,49.18,48.667,48.791,0.176,0.377,-0.071,1.772,248.923,5.854
1.0,1.0,377.134,69.896,59.249,64.717,64.84,59.587,52.129,49.18,48.709,48.812,0.177,0.375,-0.029,1.831,248.241,7.111
1.0,1.0,377.158,69.896,59.271,64.675,64.818,59.566,52.108,49.18,48.688,48.812,0.171,0.374,-0.064,1.825,248.484,6.387
1.0,1.0,377.134,69.853,59.249,64.696,64.818,59.608,52.129,49.159,48.646,48.791,0.171,0.374,0.022,1.829,248.412,6.823
1.0,1.0,377.181,69.938,59.292,64.696,64.818,59.566,52.108,49.159,48.646,48.791,0.168,0.373,0.003,1.861,248.717,6.375
1.0,1.0,377.158,69.896,59.271,64.717,64.818,59.587,52.129,49.18,48.667,48.791,0.164,0.374,0.031,1.862,248.977,6.718
1.0,1.0,377.181,69.875,59.292,64.675,64.797,59.608,52.15,49.138,48.624,48.791,0.165,0.372,0.023,1.861,248.95,6.369
1.0,1.0,377.111,69.853,59.271,64.696,64.818,59.629,52.15,49.159,48.646,48.791,0.16,0.372,0.048,1.785,248.95,6.823
1.0,1.0,377.134,69.875,59.271,64.739,64.818,59.629,52.171,49.159,48.667,48.791,0.159,0.372,0.001,1.758,248.977,6.369
1.0,1.0,377.204,69.917,59.292,64.718,64.797,59.608,52.192,49.159,48.646,48.791,0.16,0.371,-0.119,1.735,249.247,6.816
1.0,1.0,377.181,69.875,59.292,64.696,64.797,59.587,52.171,49.159,48.667,48.791,0.155,0.371,-0.097,1.717,249.13,6.381
1.0,1.0,377.158,69.832,59.249,64.675,64.797,59.629,52.192,49.138,48.624,48.791,0.156,0.371,-0.126,1.647,249.166,6.836
1.0,1.0,377.134,69.917,59.271,64.717,64.818,59.629,52.192,49.159,48.646,48.769,0.155,0.369,-0.143,1.682,249.318,6.375
1.0,1.0,377.25,69.896,59.271,64.696,64.776,59.566,52.192,49.159,48.646,48.769,0.151,0.369,-0.104,1.823,249.39,6.375
1.0,1.0,377.25,69.875,59.271,64.675,64.755,59.566,52.192,49.138,48.624,48.791,0.154,0.367,-0.127,1.84,249.489,6.829
1.0,1.0,377.134,69.853,59.271,64.696,64.818,59.608,52.192,49.159,48.667,48.791,0.151,0.365,-0.087,1.805,249.668,6.375
1.0,1.0,377.134,69.853,59.292,64.739,64.818,59.608,52.192,49.138,48.646,48.791,0.149,0.365,-0.097,1.776,249.767,6.829
1.0,1.0,377.25,69.896,59.271,64.675,64.776,59.566,52.213,49.18,48.646,48.791,0.15,0.364,-0.143,1.794,249.713,6.217
1.0,1.0,377.25,69.832,59.249,64.675,64.776,59.608,52.213,49.159,48.646,48.791,0.146,0.364,-0.092,1.811,249.803,7.293
1.0,1.0,377.227,69.875,59.271,64.696,64.797,59.629,52.234,49.159,48.646,48.791,0.146,0.365,-0.084,1.819,249.938,5.854
1.0,1.0,377.181,69.896,59.292,64.739,64.776,59.608,52.234,49.18,48.688,48.791,0.147,0.362,-0.035,1.869,250.063,6.381
1.0,1.0,377.273,69.875,59.292,64.675,64.755,59.608,52.298,49.159,48.624,48.812,0.143,0.36,-0.025,1.837,250.09,6.823
1.0,1.0,377.25,69.853,59.292,64.675,64.776,59.608,52.277,49.159,48.667,48.833,0.147,0.36,-0.059,1.835,249.507,6.375
1.0,1.0,377.204,69.853,59.271,64.717,64.797,59.629,52.298,49.138,48.646,48.812,0.148,0.359,-0.04,1.787,248.923,6.829
1.0,1.0,377.274,69.896,59.271,64.696,64.776,59.566,52.298,49.18,48.688,48.812,0.146,0.358,0.005,1.85,248.448,6.375
1.0,1.0,377.227,69.853,59.271,64.654,64.755,59.608,52.298,49.159,48.667,48.791,0.15,0.359,-0.017,1.888,248.52,6.829
1.0,1.0,377.227,69.832,59.271,64.675,64.776,59.629,52.298,49.138,48.624,48.791,0.148,0.358,-0.047,1.922,248.609,6.375
1.0,1.0,377.273,69.896,59.292,64.696,64.776,59.608,52.34,49.18,48.667,48.748,0.146,0.359,0.031,1.912,248.717,6.829
1.0,1.0,377.297,69.875,59.313,64.696,64.755,59.566,52.34,49.159,48.646,48.791,0.066,0.36,0.004,1.929,248.825,6.375
1.0,1.0,377.25,69.853,59.292,64.633,64.755,59.587,52.34,49.138,48.624,48.769,0.194,0.364,0.011,1.952,248.735,6.829
1.0,1.0,377.204,69.853,59.292,64.696,64.776,59.608,52.361,49.159,48.667,48.769,0.21,0.366,0.019,1.871,248.744,6.375
1.0,1.0,377.297,69.875,59.313,64.718,64.776,59.629,52.403,49.159,48.646,48.791,0.196,0.368,-0.067,1.887,249.175,6.829
1.0,1.0,377.32,69.896,59.292,64.696,64.733,59.566,52.403,49.18,48.646,48.769,0.194,0.369,-0.089,1.798,248.968,7.286
1.0,1.0,377.297,69.853,59.292,64.654,64.755,59.608,52.403,49.159,48.646,48.769,0.187,0.369,-0.076,1.738,249.184,5.848
1.0,1.0,377.32,69.853,59.292,64.696,64.755,59.587,52.424,49.138,48.624,48.769,0.181,0.37,-0.13,1.813,249.166,5.848
1.0,1.0,377.32,69.832,59.292,64.654,64.733,59.587,52.403,49.159,48.646,48.769,0.18,0.37,-0.146,1.872,249.408,7.319
1.0,1.0,377.297,69.811,59.292,64.675,64.712,59.608,52.424,49.159,48.646,48.748,0.174,0.37,-0.147,1.892,249.345,6.393
1.0,1.0,377.227,69.853,59.271,64.717,64.776,59.629,52.445,49.138,48.624,48.791,0.171,0.37,-0.119,1.932,249.489,6.829
1.0,1.0,377.297,69.853,59.292,64.717,64.776,59.629,52.445,49.159,48.646,48.769,0.17,0.369,-0.139,2.028,249.489,6.375
1.0,1.0,377.366,69.853,59.292,64.675,64.712,59.587,52.424,49.138,48.667,48.791,0.163,0.369,-0.08,2.018,249.74,6.829
1.0,1.0,377.273,69.832,59.271,64.675,64.733,59.629,52.424,49.138,48.646,48.769,0.162,0.371,-0.16,2.027,249.839,6.369
